building_age,total_floor_count,floor_no,room_count,size,District,Neighboorhood,mortgage,value
31-35 arası,4,4,3+1,120,Maltepe,Çınar,0,410000
0,5,4,3+2,190,Beylikdüzü,Kavaklı,0,145000
0,5,4,3+1,140,Bahçelievler,Şirinevler,500000,625000
0,5,4,3+2,170,Avcılar,Cihangir,0,100000
0,5,4,3+2,190,Beylikdüzü,Kavaklı,125000,125000
0,5,4,4+1,170,Sultangazi,İsmetpaşa,225000,280000
0,5,4,3+1,140,Beylikdüzü,Adnan Kahveci,55000,140000
1,4,4,4+1,170,Ümraniye,Site,285000,355000
0,5,4,3+1,130,Küçükçekmece,Cennet,170000,210000
0,5,4,3+2,155,Avcılar,Denizköşkler,90000,200000
0,5,4,3+1,130,Bahçelievler,Şirinevler,0,210000
0,5,4,2+1,80,Bahçelievler,Siyavuşpaşa,0,105000
1,4,4,3+2,140,Beylikdüzü,Kavaklı,60000,165000
0,4,4,3+1,160,Gaziosmanpaşa,Karlıtepe,230000,230000
6-10 arası,4,4,3+1,170,Bahçelievler,Şirinevler,0,160000
26-30 arası,4,4,3+1,150,Fatih,Cerrahpaşa,145000,190000
0,4,4,2+1,95,Beylikdüzü,Cumhuriyet,0,150000
0,4,4,3+2,155,Maltepe,Feyzullah,235000,295000
6-10 arası,4,4,5+1,195,Pendik,Çamlık,0,335000
4,4,4,4+2,180,Üsküdar,Ferah,485000,485000
5,4,4,3+1,170,Çekmeköy,Sultançiftliği,0,135000
5,4,4,3+1,160,Maltepe,Bağlarbaşı,445000,555000
2,4,4,3+2,170,Beylikdüzü,Yakuplu,0,145000
0,5,4,3+1,95,Eyüpsultan,Alibeyköy,0,140000
0,4,4,3+2,175,Bahçelievler,Soğanlı,0,215000
0,5,4,2+1,85,Tuzla,İçmeler,140000,300000
0,4,4,3+1,140,Beylikdüzü,Yakuplu,0,325000
3,4,4,4+2,180,Pendik,Güzelyalı,0,525000
0,4,4,5+1,170,Bahçelievler,Yenibosna Merkez,65000,130000
0,5,4,3+1,120,Şişli,Merkez,860000,1075000
0,4,4,7+1,190,Sancaktepe,Mevlana,85000,325000
0,4,4,6+1,190,Küçükçekmece,İstasyon,225000,280000
6-10 arası,5,4,3+1,120,Ataşehir,İnönü,80000,115000
6-10 arası,4,4,2+1,95,Bahçelievler,Kocasinan Merkez,0,115000
6-10 arası,5,4,4+2,190,Sultangazi,Uğur Mumcu,0,165000
0,5,4,1+1,90,Sultangazi,Cebeci,0,105000
0,5,4,3+1,125,Beylikdüzü,Gürpınar,135000,150000
2,4,4,4+1,150,Bahçelievler,Zafer,240000,240000
6-10 arası,4,4,4+1,170,Zeytinburnu,Yeşiltepe,0,600000
2,4,4,4+1,140,Ataşehir,Esatpaşa,0,225000
0,5,4,2+1,100,Sultangazi,İsmetpaşa,195000,195000
0,5,4,3+1,155,Bahçelievler,Şirinevler,155000,180000
0,4,4,2+1,150,Gaziosmanpaşa,Bağlarbaşı,55000,130000
0,5,4,3+2,200,Beylikdüzü,Marmara,0,145000
0,5,4,2+1,100,Fatih,Koca Mustafapaşa,520000,650000
5,4,4,3+1,160,Maltepe,Bağlarbaşı,265000,330000
0,5,4,2+1,85,Bahçelievler,Hürriyet,75000,135000
0,4,4,3+1,167,Sancaktepe,Abdurrahmangazi,65000,105000
0,5,4,3+1,110,Tuzla,İstasyon,215000,340000
0,4,4,3+1,150,Bahçelievler,Çobançeşme,0,135000
0,5,4,3+1,140,Şişli,Merkez,70000,1100000
0,4,4,4+2,150,Pendik,Kaynarca,450000,560000
0,4,4,4+2,150,Sancaktepe,Osmangazi,45000,320000
0,5,4,4+2,180,Sultangazi,Malkoçoğlu,285000,355000
6-10 arası,4,4,3+1,150,Bahçelievler,Zafer,0,170000
0,4,4,4+1,170,Üsküdar,Acıbadem,320000,410000
0,4,4,5+1,165,Maltepe,İdealtepe,1030000,480000
0,4,4,4+1,195,Üsküdar,Acıbadem,0,395000
0,4,4,3+1,150,Tuzla,Yayla,315000,315000
0,4,4,5+1,170,Sancaktepe,Yenidoğan,0,160000
0,4,4,4+1,140,Sancaktepe,Veysel Karani,50000,100000
0,5,4,2+2,130,Bakırköy,Osmaniye,280000,280000
0,4,4,3+1,150,Sancaktepe,Merve,245000,305000
21-25 arası,4,4,3+1,100,Maltepe,Bağlarbaşı,0,170000
0,4,4,1+1,120,Büyükçekmece,Hürriyet,95000,100000
0,4,4,2+1,160,Tuzla,İstasyon,55000,180000
0,4,4,2+1,85,Ümraniye,Site,300000,300000
0,5,4,4+2,170,Sultangazi,Gazi,0,215000
0,5,4,2+1,96,Bahçelievler,Siyavuşpaşa,80000,165000
0,5,4,2+1,85,Maltepe,Altayçeşme,300000,300000
0,4,4,4+1,170,Bahçelievler,Yenibosna Merkez,0,120000
0,4,4,4+1,200,Kadıköy,Caferağa,0,900000
6-10 arası,5,4,3+1,110,Çekmeköy,Kirazlıdere,170000,210000
16-20 arası,4,4,3+1,170,Avcılar,Mustafa Kemal Paşa,155000,375000
0,5,4,3+1,120,Kağıthane,Ortabayır,155000,290000
0,4,4,4+1,155,Bağcılar,Kazım Karabekir,70000,115000
0,5,4,3+1,115,Bahçelievler,Siyavuşpaşa,165000,230000
3,4,4,4+2,185,Gaziosmanpaşa,Merkez,105000,135000
0,5,4,2+1,110,Kağıthane,Çeliktepe,0,195000
16-20 arası,5,4,2+1,88,Bahçelievler,Soğanlı,235000,235000
31-35 arası,4,4,3+1,100,Kadıköy,Acıbadem,50000,470000
0,5,4,2+1,80,Kartal,Petroliş,375000,375000
3,5,4,4+1,192,Sancaktepe,Sarıgazi,0,850000
0,5,4,3+1,130,Bahçelievler,Şirinevler,0,225000
0,5,4,5+2,140,Esenyurt,Güzelyurt,335000,350000
0,5,4,3+2,145,Bakırköy,Osmaniye,190000,280000
0,4,4,2+1,90,Bahçelievler,Siyavuşpaşa,110000,170000
0,5,4,3+1,120,Gaziosmanpaşa,Bağlarbaşı,200000,250000
0,5,4,3+1,150,Gaziosmanpaşa,Bağlarbaşı,0,345000
6-10 arası,4,4,3+1,140,Pendik,Çamlık,0,165000
0,5,4,3+2,170,Beylikdüzü,Marmara,0,170000
6-10 arası,4,4,3+1,170,Bahçelievler,Şirinevler,130000,160000
0,5,4,4+2,200,Beylikdüzü,Yakuplu,75000,155000
16-20 arası,4,4,3+1,120,Çekmeköy,Hamidiye,0,150000
0,4,4,3+2,190,Maltepe,İdealtepe,0,420000
6-10 arası,4,4,4+1,180,Avcılar,Mustafa Kemal Paşa,0,225000
0,5,4,2+1,100,Sultangazi,İsmetpaşa,0,320000
26-30 arası,4,4,5+1,160,Şişli,Cumhuriyet,160000,270000
0,5,4,3+2,200,Beylikdüzü,Yakuplu,345000,430000
21-25 arası,4,4,3+1,120,Maltepe,Çınar,0,140000
0,4,4,3+1,140,Kartal,Gümüşpınar,0,130000
2,4,4,4+1,150,Bahçelievler,Zafer,0,125000
0,5,4,3+1,105,Çatalca,Ferhatpaşa,0,165000
0,5,4,4+2,180,Sultangazi,Yunus Emre,265000,430000
11-15 arası,4,4,5+1,200,Pendik,Kurtköy,200000,250000
0,5,4,3+2,160,Beylikdüzü,Yakuplu,235000,235000
2,4,4,4+1,140,Ataşehir,Esatpaşa,0,165000
3,4,4,4+2,170,Pendik,Güzelyalı,335000,420000
4,4,4,3+1,110,Esenler,Davutpaşa,170000,210000
0,5,4,2+1,80,Bahçelievler,Siyavuşpaşa,25000,110000
0,5,4,3+1,130,Şişli,Bozkurt,260000,595000
0,5,4,3+2,145,Beylikdüzü,Adnan Kahveci,285000,355000
0,5,4,3+2,170,Beylikdüzü,Gürpınar,245000,245000
4,5,4,3+1,105,Kartal,Karlıktepe,70000,130000
5,4,4,3+2,130,Zeytinburnu,Merkezefendi,100000,165000
0,4,4,4+1,130,Bahçelievler,Kocasinan Merkez,35000,390000
0,5,4,4+2,190,Sultangazi,Esentepe,155000,195000
16-20 arası,4,4,3+2,160,Avcılar,Mustafa Kemal Paşa,0,175000
0,4,4,5+1,160,Bahçelievler,Yenibosna Merkez,0,235000
16-20 arası,4,4,3+1,100,Avcılar,Merkez,300000,375000
0,5,4,3+1,145,Beylikdüzü,Adnan Kahveci,225000,365000
0,5,4,4+2,165,Beylikdüzü,Gürpınar,0,130000
0,5,4,3+2,185,Beylikdüzü,Yakuplu,0,160000
0,5,4,4+2,200,Beylikdüzü,Yakuplu,90000,475000
6-10 arası,5,4,4+2,125,Çekmeköy,Merkez,320000,460000
1,5,4,3+2,180,Beylikdüzü,Yakuplu,335000,420000
0,5,4,2+1,105,Çekmeköy,Cumhuriyet,30000,315000
1,4,4,4+1,180,Kartal,Cevizli,0,185000
0,5,4,3+1,130,Sultangazi,İsmetpaşa,160000,110000
0,5,4,2+1,110,Bahçelievler,Siyavuşpaşa,0,165000
21-25 arası,4,4,3+1,150,Silivri,Yeni,310000,390000
0,5,4,3+2,160,Avcılar,Cihangir,0,140000
0,4,4,4+1,120,Kağıthane,Gürsel,225000,700000
0,4,4,4+1,160,Bahçelievler,Yenibosna Merkez,150000,190000
16-20 arası,4,4,3+1,100,Üsküdar,Barbaros,0,595000
0,4,4,5+1,160,Sancaktepe,Merve,260000,325000
6-10 arası,5,4,3+1,130,Bahçelievler,Cumhuriyet,60000,440000
11-15 arası,5,4,2+1,90,Bahçelievler,Şirinevler,0,130000
0,5,4,3+2,150,Şişli,Mecidiyeköy,240000,240000
0,5,4,3+2,140,Şişli,Mecidiyeköy,365000,455000
0,5,4,4+2,180,Sultangazi,Malkoçoğlu,160000,200000
0,5,4,2+1,90,Sultangazi,50. Yıl,0,120000
6-10 arası,5,4,3+1,170,Beylikdüzü,Adnan Kahveci,0,140000
6-10 arası,4,4,4+2,180,Pendik,Ahmet Yesevi,0,325000
6-10 arası,5,4,1+1,85,Şişli,Bozkurt,305000,380000
0,5,4,3+1,150,Bahçelievler,Şirinevler,340000,425000
6-10 arası,4,4,5+1,170,Üsküdar,Bulgurlu,220000,275000
0,5,4,3+1,130,Bahçelievler,Şirinevler,380000,380000
0,5,4,4+2,200,Sultangazi,Cebeci,210000,260000
11-15 arası,5,4,3+1,140,Sultangazi,İsmetpaşa,200000,200000
0,5,4,3+2,190,Beylikdüzü,Kavaklı,0,180000
0,5,4,2+1,85,Bahçelievler,Siyavuşpaşa,290000,290000
0,5,4,3+2,150,Eyüpsultan,İslambey,275000,275000
0,5,4,3+2,170,Sultangazi,İsmetpaşa,0,135000
0,5,4,4+2,190,Esenyurt,Güzelyurt,95000,125000
0,5,4,3+2,200,Beylikdüzü,Marmara,145000,375000
0,5,4,4+2,190,Beylikdüzü,Cumhuriyet,0,145000
0,5,4,2+1,94,Ümraniye,Altınşehir,320000,400000
0,5,4,4+2,200,Sultangazi,İsmetpaşa,250000,310000
0,5,4,3+1,110,Bahçelievler,Siyavuşpaşa,30000,175000
0,10-20 arası,4,3+1,120,Ataşehir,İnönü,0,185000
0,5,4,3+1,115,Bahçelievler,Soğanlı,0,175000
0,5,4,2+1,80,Gaziosmanpaşa,Yıldıztabya,0,160000
0,5,4,2+1,85,Kartal,Petroliş,165000,205000
0,4,4,5+1,155,Eyüpsultan,İslambey,130000,240000
11-15 arası,5,4,5+2,163,Pendik,Kavakpınar,0,135000
3,4,4,5+1,180,Sancaktepe,Osmangazi,220000,275000
0,5,4,4+2,180,Sultangazi,Esentepe,275000,345000
26-30 arası,5,4,2+1,110,Bahçelievler,Siyavuşpaşa,0,130000
0,5,4,4+2,170,Esenyurt,Mehmet Akif Ersoy,0,200000
0,5,4,4+2,190,Sultangazi,Cebeci,285000,285000
0,5,4,2+1,88,Bahçelievler,Kocasinan Merkez,0,195000
0,4,4,4+1,160,Küçükçekmece,İstasyon,50000,110000
26-30 arası,4,4,3+1,105,Maltepe,Altayçeşme,0,135000
0,5,4,3+1,120,Bahçelievler,Soğanlı,185000,230000
0,5,4,2+1,110,Bahçelievler,Siyavuşpaşa,0,240000
0,5,4,2+1,90,Bahçelievler,Siyavuşpaşa,200000,200000
0,5,4,3+1,125,Beylikdüzü,Yakuplu,95000,105000
0,5,4,3+2,150,Eyüpsultan,İslambey,45000,115000
0,5,4,3+1,95,Maltepe,Bağlarbaşı,55000,595000
0,5,4,3+1,95,Maltepe,Bağlarbaşı,75000,195000
0,5,4,3+2,180,Beylikdüzü,Yakuplu,0,125000
0,5,4,4+2,130,Sancaktepe,Osmangazi,165000,205000
0,5,4,4+2,170,Bayrampaşa,Ortamahalle,460000,460000
0,5,4,4+2,180,Bayrampaşa,Ortamahalle,330000,650000
0,5,4,4+2,170,Sultangazi,75. Yıl,355000,445000
0,5,4,4+2,187,Arnavutköy,Arnavutköy Merkez,275000,345000
6-10 arası,5,4,2+1,85,Bahçelievler,Siyavuşpaşa,470000,480000
3,4,4,2+2,100,Kağıthane,Emniyet Evleri,205000,205000
0,5,4,3+2,160,Bağcılar,Sancaktepe,425000,425000
0,5,4,3+1,125,Bahçelievler,Şirinevler,395000,495000
0,5,4,5+1,160,Sultangazi,Cebeci,135000,135000
6-10 arası,5,4,3+1,90,Küçükçekmece,İnönü,255000,320000
0,5,4,3+1,110,Bahçelievler,Şirinevler,105000,130000
0,5,4,4+2,200,Sultangazi,İsmetpaşa,0,175000
3,4,4,4+2,170,Pendik,Güzelyalı,205000,255000
0,5,4,4+2,200,Sultangazi,Uğur Mumcu,440000,440000
6-10 arası,5,4,2+1,85,Bahçelievler,Siyavuşpaşa,50000,160000
0,5,4,4+2,180,Sultangazi,Esentepe,115000,125000
6-10 arası,5,4,5+2,175,Büyükçekmece,19 Mayıs,0,275000
21-25 arası,4,4,4+1,200,Sarıyer,Yeniköy,440000,460000
0,5,4,3+1,120,Bahçelievler,Şirinevler,120000,150000
0,5,4,3+1,120,Eyüpsultan,İslambey,70000,125000
0,4,4,4+1,170,Bakırköy,Kartaltepe,405000,505000
3,4,4,4+2,185,Gaziosmanpaşa,Merkez,350000,440000
0,5,4,3+1,150,Beylikdüzü,Adnan Kahveci,85000,220000
2,4,4,3+2,115,Bahçelievler,Soğanlı,80000,130000
0,5,4,2+1,90,Kartal,Karlıktepe,0,160000
6-10 arası,4,4,3+1,170,Bahçelievler,Şirinevler,0,140000
0,5,4,3+1,150,Gaziosmanpaşa,Bağlarbaşı,380000,475000
0,5,4,4+2,185,Sultangazi,Cebeci,0,155000
0,5,4,3+1,135,Beylikdüzü,Dereağzı,25000,150000
1,4,4,2+2,170,Maltepe,Küçükyalı,0,275000
0,5,4,3+2,200,Beylikdüzü,Yakuplu,145000,180000
11-15 arası,4,4,5+1,200,Sarıyer,Zekeriyaköy,0,555000
0,4,4,4+2,160,Üsküdar,Bulgurlu,115000,145000
11-15 arası,5,4,4+2,180,Başakşehir,Başakşehir,390000,390000
0,5,4,4+1,170,Sultangazi,Esentepe,325000,405000
16-20 arası,10-20 arası,4,3+1,145,Beylikdüzü,Barış,355000,445000
21-25 arası,4,4,2+1,80,Kadıköy,Bostancı,295000,295000
1,5,4,2+1,85,Tuzla,Evliya Çelebi,85000,100000
3,4,4,5+1,175,Sancaktepe,Osmangazi,240000,300000
1,5,4,2+1,80,Ümraniye,Esenkent,295000,310000
1,5,4,3+1,120,Beylikdüzü,Adnan Kahveci,65000,120000
11-15 arası,5,4,4+2,180,Avcılar,Üniversite,0,205000
1,5,4,3+1,110,Kağıthane,Sultan Selim,0,150000
2,4,4,3+1,165,Beylikdüzü,Kavaklı,335000,420000
1,5,4,2+1,80,Maltepe,Feyzullah,155000,230000
0,5,4,3+1,99,Kartal,Atalar,140000,175000
0,4,4,3+1,125,Çatalca,Ferhatpaşa,110000,110000
1,5,4,2+1,85,Tuzla,Evliya Çelebi,260000,325000
0,4,4,4+1,130,Bahçelievler,Yenibosna Merkez,370000,370000
5,4,4,4+2,160,Bahçelievler,Kocasinan Merkez,0,260000
0,4,4,3+2,150,Şile,Çavuş,300000,300000
1,5,4,3+1,105,Bahçelievler,Kocasinan Merkez,220000,590000
1,5,4,2+1,85,Tuzla,Evliya Çelebi,0,110000
0,10,4,2+1,95,Çekmeköy,Taşdelen,0,145000
1,5,4,3+1,132,Beylikdüzü,Marmara,0,645000
5,4,4,4+1,160,Üsküdar,Çengelköy,0,260000
1,5,4,2+1,85,Bahçelievler,Soğanlı,0,115000
1,4,4,4+1,195,Küçükçekmece,Cumhuriyet,385000,385000
1,5,4,3+2,140,Kağıthane,Yeşilce,75000,170000
6-10 arası,5,4,3+1,120,Avcılar,Mustafa Kemal Paşa,0,125000
1,5,4,5+2,200,Beylikdüzü,Gürpınar,610000,760000
1,5,4,2+1,80,Maltepe,Feyzullah,0,335000
1,5,4,2+1,110,Sultangazi,Eski Habipler,315000,395000
0,4,4,4+1,150,Kağıthane,Sultan Selim,50000,150000
0,4,4,2+1,160,Tuzla,İstasyon,230000,230000
1,5,4,2+1,85,Tuzla,Evliya Çelebi,0,120000
1,5,4,2+1,80,Ümraniye,Esenkent,135000,170000
0,10-20 arası,4,3+1,115,Bağcılar,Mahmutbey,0,200000
1,5,4,3+2,140,Maltepe,Zümrütevler,15000,300000
1,5,4,3+1,105,Bahçelievler,Kocasinan Merkez,0,195000
1,5,4,2+1,80,Maltepe,Feyzullah,0,345000
1,4,4,3+1,90,Maltepe,Yalı,0,250000
0,4,4,3+2,150,Avcılar,Mustafa Kemal Paşa,0,150000
1,5,4,3+1,105,Maltepe,Feyzullah,0,325000
1,5,4,2+1,90,Kadıköy,Osmanağa,0,400000
1,5,4,2+1,80,Ümraniye,Esenkent,25000,105000
1,5,4,3+1,105,Bahçelievler,Kocasinan Merkez,0,205000
6-10 arası,5,4,4+2,180,Sultangazi,İsmetpaşa,0,135000
1,5,4,5+2,200,Beylikdüzü,Gürpınar,230000,250000
4,4,4,3+1,100,Ataşehir,İnönü,135000,170000
1,5,4,3+1,105,Bahçelievler,Kocasinan Merkez,0,285000
0,4,4,4+1,155,Bahçelievler,Siyavuşpaşa,65000,105000
1,5,4,3+1,105,Bahçelievler,Kocasinan Merkez,130000,195000
1,5,4,5+2,200,Beylikdüzü,Gürpınar,0,315000
1,4,4,4+2,170,Büyükçekmece,Murat Çeşme,100000,140000
4,4,4,2+2,150,Ümraniye,Çakmak,370000,370000
1,5,4,2+1,90,Şişli,Bozkurt,200000,625000
6-10 arası,4,4,4+1,165,Bağcılar,Yenimahalle,0,175000
3,4,4,5+1,175,Sancaktepe,Yenidoğan,215000,410000
1,5,4,2+1,80,Ümraniye,Esenkent,0,115000
6-10 arası,4,4,5+2,195,Pendik,Güzelyalı,80000,450000
31-35 arası,4,4,2+1,85,Fatih,Silivrikapı,180000,225000
0,4,4,3+2,170,Bahçelievler,Bahçelievler,0,185000
1,5,4,2+1,80,Maltepe,Feyzullah,0,330000
1,5,4,3+2,150,Maltepe,Zümrütevler,0,125000
0,4,4,4+1,180,Sancaktepe,Safa,205000,255000
2,4,4,5+2,200,Büyükçekmece,Murat Çeşme,470000,590000
6-10 arası,4,4,4+2,160,Avcılar,Cihangir,0,250000
0,10-20 arası,4,2+1,90,Ataşehir,Kayışdağı,120000,150000
2,5,4,2+1,120,Maltepe,Fındıklı,0,110000
6-10 arası,5,4,3+1,140,Sancaktepe,Emek,60000,590000
6-10 arası,5,4,4+2,160,Ümraniye,Altınşehir,125000,440000
0,4,4,5+1,170,Bahçelievler,Çobançeşme,305000,305000
0,10,4,3+1,125,Kartal,Hürriyet,0,140000
4,4,4,4+1,160,Sultangazi,Cebeci,245000,305000
0,4,4,4+2,150,Sancaktepe,Osmangazi,0,105000
2,5,4,4+1,150,Bağcılar,Demirkapı,270000,270000
2,5,4,3+1,120,Bahçelievler,Şirinevler,90000,130000
2,5,4,3+1,124,Bahçelievler,Bahçelievler,0,780000
6-10 arası,4,4,4+1,150,Ataşehir,Esatpaşa,445000,555000
0,4,4,4+1,140,Bahçelievler,Siyavuşpaşa,50000,120000
0,4,4,3+1,115,Avcılar,Mustafa Kemal Paşa,0,105000
2,5,4,5+2,190,Sultangazi,İsmetpaşa,0,165000
26-30 arası,4,4,3+1,90,Maltepe,Çınar,370000,460000
0,4,4,2+1,90,Maltepe,İdealtepe,0,285000
0,4,4,6+1,190,Küçükçekmece,İstasyon,0,175000
0,4,4,3+1,84,Ümraniye,Namık Kemal,380000,450000
0,4,4,3+1,84,Ümraniye,Namık Kemal,0,160000
0,4,4,4+1,170,Bahçelievler,Bahçelievler,0,240000
2,5,4,3+1,124,Bahçelievler,Bahçelievler,765000,955000
2,5,4,4+1,150,Bağcılar,Demirkapı,0,195000
2,5,4,4+2,200,Sultangazi,Uğur Mumcu,0,185000
0,4,4,4+1,160,Sancaktepe,Abdurrahmangazi,345000,350000
2,5,4,2+1,85,Kağıthane,Çağlayan,0,150000
0,4,4,4+1,160,Küçükçekmece,Cennet,0,225000
6-10 arası,5,4,3+1,120,Ataşehir,İnönü,210000,260000
2,5,4,3+1,124,Bahçelievler,Bahçelievler,0,255000
2,5,4,2+1,80,Kadıköy,Osmanağa,0,330000
2,5,4,3+1,130,Kağıthane,Çeliktepe,215000,270000
6-10 arası,4,4,3+1,140,Pendik,Çamlık,160000,160000
6-10 arası,4,4,5+2,170,Sancaktepe,Eyüp Sultan,0,135000
0,4,4,4+1,180,Bahçelievler,Bahçelievler,335000,420000
0,10,4,2+1,84,Kartal,Petroliş,0,490000
3,5,4,4+2,180,Sultangazi,Sultançiftliği,145000,180000
4,4,4,2+2,120,Pendik,Velibaba,60000,100000
6-10 arası,5,4,3+1,130,Üsküdar,Ahmediye,0,395000
0,4,4,4+1,160,Kağıthane,Gürsel,375000,375000
16-20 arası,10-20 arası,4,3+1,125,Beylikdüzü,Barış,0,165000
0,4,4,4+2,165,Sultangazi,Uğur Mumcu,30000,150000
0,4,4,4+2,165,Sultangazi,Uğur Mumcu,210000,150000
4,4,4,4+2,140,Bağcılar,Barbaros,0,160000
2,4,4,4+1,150,Bahçelievler,Zafer,0,125000
0,4,4,3+1,150,Tuzla,İstasyon,0,220000
0,4,4,4+1,160,Bahçelievler,Soğanlı,345000,430000
3,5,4,2+2,110,Kağıthane,Ortabayır,0,255000
6-10 arası,4,4,2+1,120,Eyüpsultan,Göktürk Merkez,495000,495000
3,5,4,5+1,200,Sancaktepe,Yenidoğan,20000,130000
6-10 arası,4,4,3+1,170,Bahçelievler,Şirinevler,0,175000
26-30 arası,4,4,3+1,110,Kartal,Petroliş,90000,130000
3,5,4,5+2,200,Büyükçekmece,Hürriyet,0,155000
3,5,4,2+1,90,Esenler,Namık Kemal,0,150000
6-10 arası,4,4,5+2,180,Ataşehir,Kayışdağı,265000,265000
3,5,4,3+1,115,Sultangazi,Cebeci,60000,105000
3,5,4,3+1,125,Çatalca,Ferhatpaşa,130000,150000
3,5,4,2+1,95,Zeytinburnu,Nuripaşa,0,540000
4,4,4,3+2,123,Kartal,Topselvi,95000,355000
3,5,4,4+1,140,Fatih,Akşemsettin,0,455000
3,5,4,3+2,145,Sultangazi,Malkoçoğlu,0,185000
4,5,4,3+1,130,Beylikdüzü,Gürpınar,135000,135000
4,4,4,4+2,180,Kartal,Atalar,35000,185000
6-10 arası,5,4,5+1,175,Pendik,Velibaba,140000,175000
4,5,4,3+1,90,Ataşehir,Mustafa Kemal,0,175000
26-30 arası,4,4,3+1,90,Kadıköy,Caferağa,0,230000
16-20 arası,5,4,3+1,130,Bahçelievler,Soğanlı,0,135000
2,4,4,4+2,180,Başakşehir,Güvercintepe,35000,105000
4,5,4,2+1,120,Büyükçekmece,Pınartepe,0,875000
4,5,4,2+1,90,Kağıthane,Nurtepe,180000,180000
0,5,4,3+1,99,Kartal,Atalar,0,165000
4,5,4,2+1,100,Kağıthane,Çeliktepe,120000,235000
0,4,4,3+1,120,Kağıthane,Telsizler,65000,160000
4,4,4,4+2,180,Üsküdar,Ferah,480000,600000
6-10 arası,5,4,2+1,87,Bahçelievler,Siyavuşpaşa,180000,180000
26-30 arası,4,4,3+1,105,Maltepe,Altayçeşme,275000,370000
4,5,4,4+2,175,Zeytinburnu,Çırpıcı,220000,410000
4,5,4,4+2,180,Sultangazi,50. Yıl,0,225000
0,4,4,5+2,195,Üsküdar,Ferah,390000,490000
4,5,4,4+2,180,Sultangazi,50. Yıl,370000,370000
4,5,4,3+2,150,Eyüpsultan,İslambey,0,410000
4,5,4,2+1,100,Pendik,Velibaba,0,170000
4,5,4,4+1,165,Sultangazi,Zübeyde Hanım,135000,170000
4,5,4,2+1,100,Kağıthane,Çeliktepe,0,280000
4,5,4,4+1,170,Fatih,Akşemsettin,485000,485000
3,4,4,2+2,110,Kağıthane,Çeliktepe,45000,220000
6-10 arası,4,4,4+1,175,Çekmeköy,Merkez,440000,550000
4,5,4,4+1,165,Sultangazi,Zübeyde Hanım,240000,335000
0,4,4,3+1,130,Kağıthane,Çağlayan,535000,670000
31-35 arası,4,4,3+1,110,Fatih,Silivrikapı,305000,380000
4,5,4,3+1,145,Sancaktepe,Fatih,0,150000
4,5,4,4+1,165,Sultangazi,Zübeyde Hanım,0,120000
4,5,4,4+2,190,Sultangazi,Uğur Mumcu,285000,355000
3,4,4,5+1,175,Sancaktepe,Osmangazi,55000,125000
4,5,4,3+1,90,Maltepe,Fındıklı,0,185000
4,5,4,4+2,180,Sultangazi,50. Yıl,245000,245000
0,4,4,3+1,115,Sancaktepe,Safa,0,115000
4,5,4,3+2,150,Eyüpsultan,İslambey,365000,455000
4,5,4,3+1,98,Maltepe,Bağlarbaşı,150000,190000
0,4,4,3+2,190,Kağıthane,Mehmet Akif Ersoy,0,300000
4,5,4,3+1,120,Maltepe,Bağlarbaşı,0,215000
4,5,4,3+2,135,Sancaktepe,Meclis,145000,145000
4,5,4,4+1,160,Beylikdüzü,Kavaklı,0,200000
4,5,4,3+1,145,Sancaktepe,Fatih,265000,330000
0,4,4,2+1,90,Bahçelievler,Siyavuşpaşa,385000,480000
3,4,4,4+1,180,Tuzla,Aydınlı,0,350000
6-10 arası,5,4,4+1,155,Pendik,Çamlık,0,330000
0,10,4,3+1,100,Kartal,Hürriyet,155000,155000
5,5,4,5+1,190,Sancaktepe,Meclis,0,185000
4,10-20 arası,4,2+1,115,Maltepe,Zümrütevler,290000,540000
0,4,4,4+1,140,Sancaktepe,Safa,155000,195000
0,4,4,2+2,120,Maltepe,Girne,0,155000
0,4,4,2+1,90,Sultangazi,Sultançiftliği,160000,200000
0,4,4,4+1,130,Sancaktepe,Yenidoğan,120000,150000
0,4,4,4+1,130,Sancaktepe,Meclis,175000,220000
0,4,4,2+1,90,Esenler,Menderes,0,115000
5,5,4,3+2,180,Sultangazi,Cebeci,295000,430000
5,5,4,3+2,180,Sultangazi,Cebeci,0,165000
0,4,4,4+1,115,Küçükçekmece,İstasyon,435000,435000
5,5,4,3+2,180,Sultangazi,Cebeci,0,140000
21-25 arası,4,4,2+1,80,Bahçelievler,Bahçelievler,60000,325000
0,4,4,4+2,150,Güngören,Merkez,410000,510000
5,5,4,2+1,90,Üsküdar,Cumhuriyet,300000,300000
5,5,4,3+2,170,Küçükçekmece,Yeni Mahalle,0,190000
5,5,4,3+2,160,Avcılar,Merkez,200000,165000
0,4,4,5+2,195,Üsküdar,Ferah,0,365000
3,4,4,4+2,170,Pendik,Güzelyalı,190000,520000
16-20 arası,4,4,2+2,135,Zeytinburnu,Beştelsiz,0,190000
0,4,4,3+2,130,Maltepe,Girne,200000,250000
0,4,4,3+1,102,Esenler,Nine Hatun,0,130000
0,4,4,4+1,170,Bahçelievler,Bahçelievler,385000,395000
0,4,4,2+2,180,Bakırköy,Zeytinlik,625000,625000
0,4,4,4+2,180,Bağcılar,Demirkapı,445000,555000
0,4,4,4+1,140,Bahçelievler,Siyavuşpaşa,0,185000
6-10 arası,6,4,3+1,118,Kadıköy,Göztepe,190000,345000
